date,open,high,low,volume,close,direction,day,week
03-01-2007,231.494354,236.789917,229.065155,15513200,232.28421,0,Wednesday,1
08-01-2007,242.269272,243.352234,239.542007,9570600,240.227554,0,Monday,2
16-01-2007,252.135101,254.842499,250.023834,15236200,250.510666,0,Tuesday,3
22-01-2007,244.658737,244.733246,237.703964,10878900,238.866409,0,Monday,4
29-01-2007,247.390961,247.763535,243.665192,9613400,244.643829,0,Monday,5
05-02-2007,237.207199,237.455582,231.588745,14507500,232.070602,0,Monday,6
12-02-2007,228.851547,229.701019,226.039825,11583800,227.664261,0,Monday,7
20-02-2007,232.721375,234.847549,230.853516,8188000,234.524643,1,Tuesday,8
26-02-2007,234.887283,236.089462,230.376617,7991400,230.962814,0,Monday,9
05-03-2007,217.097992,221.310593,217.088058,12792800,219.050293,1,Monday,10
12-03-2007,224.822739,226.154083,224.097458,6975800,225.905701,1,Monday,11
19-03-2007,220.192856,222.800888,218.891327,10462800,222.169998,1,Monday,12
26-03-2007,228.786957,230.997589,226.337891,9481800,230.997589,1,Monday,13
02-04-2007,227.40097,227.783493,224.599197,6941700,227.783493,1,Monday,14
09-04-2007,234.961807,234.971741,231.29068,6164000,232.592209,0,Monday,15
16-04-2007,232.7164,236.953842,232.562408,10221800,235.602631,1,Monday,16
23-04-2007,238.498795,240.932968,237.584747,11422900,237.992096,0,Monday,17
30-04-2007,238.026871,239.119751,234.166977,7329700,234.166977,0,Monday,18
07-05-2007,234.54451,234.882324,231.727829,6079300,232.125244,0,Monday,19
14-05-2007,231.236038,232.244476,228.513733,7795600,229.39798,0,Monday,20
21-05-2007,233.24794,238.051697,231.85202,12398600,233.779495,1,Monday,21
29-05-2007,240.932968,244.310989,240.436188,10503800,241.98114,1,Tuesday,22
04-06-2007,247.346252,253.605545,247.187286,14294300,251.896652,1,Monday,23
11-06-2007,255.349197,257.450531,253.352188,9355700,254.017853,0,Monday,24
18-06-2007,251.454529,256.332794,250.490799,9734600,255.935394,1,Monday,25
25-06-2007,262.780853,265.766449,259.998962,15953000,262.00589,1,Monday,26
02-07-2007,261.04715,264.206604,260.406311,7020400,263.476349,1,Monday,27
09-07-2007,269.745575,272.597015,268.38443,7508100,269.526978,1,Monday,28
16-07-2007,273.371979,277.485229,272.880188,13284700,274.708282,1,Monday,29
23-07-2007,257.828064,258.319885,254.420242,12796000,254.599075,0,Monday,30
30-07-2007,254.80275,257.992004,253.600571,7978000,256.387451,1,Monday,31
06-08-2007,249.874802,253.426697,249.626419,7350400,253.352188,1,Monday,32
13-08-2007,258.09137,258.195679,254.857391,6399800,256.084412,0,Monday,33
20-08-2007,249.606552,249.656219,246.397415,5429600,247.351212,0,Monday,34
27-08-2007,255.552872,257.053131,254.047668,4680300,254.971649,0,Monday,35
04-09-2007,255.845963,262.294037,255.647263,7435400,260.878235,1,Tuesday,36
10-09-2007,258.95575,259.348175,253.789352,6493500,255.577713,0,Monday,37
17-09-2007,261.563782,262.929901,260.341736,4423400,260.952759,0,Monday,38
24-09-2007,278.687408,283.883606,278.190643,10662800,282.174713,1,Monday,39
01-10-2007,283.143433,290.286957,282.9646,9483800,289.392792,1,Monday,40
08-10-2007,295.577545,303.158234,295.055939,10121300,302.840302,1,Monday,41
15-10-2007,317.172089,317.86261,305.786163,13977800,308.051422,0,Monday,42
22-10-2007,317.271454,325.383698,316.084167,13415400,323.27243,1,Monday,43
29-10-2007,336.695129,337.802917,333.873474,6172400,337.42041,1,Monday,44
05-11-2007,351.210724,362.755615,350.753693,17882900,360.480408,1,Monday,45
12-11-2007,326.744843,332.800446,311.081726,20587600,313.992767,0,Monday,46
19-11-2007,312.760803,316.327606,307.251617,11126600,310.902863,0,Monday,47
26-11-2007,337.902283,344.459625,330.351379,13668400,330.848145,0,Monday,48
03-12-2007,343.272339,345.254456,338.369232,8706300,338.562988,0,Monday,49
10-12-2007,355.681641,360.058167,354.693054,7762500,356.888794,1,Monday,50
17-12-2007,341.777069,345.463104,329.690674,11043200,332.452728,0,Monday,51
24-12-2007,345.249481,348.100952,344.29071,3277900,348.100952,1,Monday,52
31-12-2007,347.027924,348.97525,343.058746,4783200,343.505829,0,Monday,53
02-01-2008,344.19632,346.431793,336.675262,8669700,340.381134,0,Wednesday,1
08-01-2008,324.390167,327.847656,313.461243,10747500,313.799042,0,Tuesday,2
15-01-2008,320.863098,322.427917,315.637085,11208800,316.76474,0,Tuesday,3
22-01-2008,279.199066,296.819489,278.786774,19126600,290.286957,0,Tuesday,4
29-01-2008,278.424133,278.851349,268.588104,12647600,273.481262,0,Tuesday,5
05-02-2008,243.133652,252.855423,242.681595,22552200,251.762527,1,Tuesday,6
12-02-2008,260.003937,263.585632,254.857391,13411200,257.371063,0,Tuesday,7
19-02-2008,265.741608,265.801208,251.613495,12783400,252.830582,0,Tuesday,8
26-02-2008,229.109863,231.727829,221.981232,46877300,230.5952,0,Tuesday,9
04-03-2008,224.017975,225.215195,216.481995,27420500,220.863495,0,Tuesday,10
11-03-2008,211.255981,218.652878,210.952957,17768500,218.498871,1,Tuesday,11
18-03-2008,213.103958,218.995651,211.390106,14568400,218.161072,1,Tuesday,12
25-03-2008,227.251938,227.256912,221.558975,11738900,223.933533,0,Tuesday,13
01-04-2008,222.423355,231.742737,221.991165,12265300,231.350296,1,Tuesday,14
08-04-2008,234.991608,235.538055,229.512238,9153000,232.393509,0,Tuesday,15
15-04-2008,227.584778,228.374649,220.426346,9214600,221.976257,0,Tuesday,16
22-04-2008,267.048096,278.602966,267.043152,15980200,275.706787,1,Tuesday,17
29-04-2008,273.635254,279.879639,273.227905,8748400,277.430573,1,Tuesday,18
06-05-2008,293.590485,294.08725,289.616333,9318700,291.285461,0,Tuesday,19
13-05-2008,291.220886,292.075317,287.405701,10394100,289.616333,0,Tuesday,20
20-05-2008,285.458374,289.358002,284.603912,6670300,287.430542,1,Tuesday,21
27-05-2008,270.719238,279.482239,270.167816,7781200,278.637726,1,Tuesday,22
03-06-2008,286.387329,288.37439,278.493652,8666500,281.817047,0,Tuesday,23
10-06-2008,273.004364,277.604462,271.623352,7362400,275.294464,0,Tuesday,24
17-06-2008,286.312805,287.167267,282.353577,6970800,282.890076,0,Tuesday,25
24-06-2008,270.808655,273.814117,265.821075,9405900,269.397827,0,Tuesday,26
01-07-2008,258.111237,266.625854,256.829559,9984200,265.637299,1,Tuesday,27
08-07-2008,271.230896,275.801178,268.255249,9928900,275.473297,1,Tuesday,28
15-07-2008,256.471893,262.045654,248.930939,12220900,256.377502,0,Tuesday,29
22-07-2008,231.85202,238.573303,231.295639,9443900,237.013458,1,Tuesday,30
29-07-2008,238.101379,242.055664,237.455582,5642000,239.994064,1,Tuesday,31
05-08-2008,232.28421,238.488861,231.658279,7215600,238.374603,1,Tuesday,32
12-08-2008,249.378036,251.429688,247.390961,5547200,249.681061,1,Tuesday,33
19-08-2008,243.630417,247.53006,241.742691,6132500,243.665192,0,Tuesday,34
26-08-2008,240.167938,240.167938,233.774521,6659300,235.547989,0,Tuesday,35
02-09-2008,236.844559,239.532074,229.219147,12302400,231.12178,1,Tuesday,36
09-09-2008,210.217743,214.792984,206.159134,14553100,207.97731,0,Tuesday,37
16-09-2008,211.603729,223.18837,211.370239,14072200,220.03389,1,Tuesday,38
23-09-2008,215.225174,218.97081,211.484497,10476100,213.248032,0,Tuesday,39
30-09-2008,196.710587,211.166565,194.89241,6212600,198.965912,1,Tuesday,40
07-10-2008,185.458771,186.278442,171.569107,22252500,171.887039,0,Tuesday,41
14-10-2008,195.4935,195.975372,177.346527,15670700,180.18309,0,Tuesday,42
21-10-2008,184.991806,190.650009,179.830383,11639100,180.202957,0,Tuesday,43
28-10-2008,168.429535,183.461761,163.193588,16316200,183.183563,1,Tuesday,44
04-11-2008,175.578033,184.976898,171.633682,14795200,182.284409,1,Tuesday,45
11-11-2008,153.347626,157.128036,149.289017,20425000,154.723679,0,Tuesday,46
18-11-2008,149.810623,150.883652,141.753036,16800600,147.749039,0,Tuesday,47
25-11-2008,133.471893,142.403793,132.796295,21682500,140.113693,1,Tuesday,48
02-12-2008,133.9935,137.992493,130.441605,11755200,136.666122,1,Tuesday,49
09-12-2008,147.883163,157.972534,147.545364,13869300,151.996414,1,Tuesday,50
16-12-2008,156.24379,163.685379,154.629288,14211000,161.58902,1,Tuesday,51
23-12-2008,149.244308,150.675003,147.376465,7604400,148.047104,1,Tuesday,52
30-12-2008,149.428116,152.413696,148.389862,7736900,150.575653,1,Tuesday,53
02-01-2009,153.302917,159.870193,151.762924,7267900,159.621811,1,Friday,1
08-01-2009,158.111633,161.544312,157.644669,7248100,161.544312,1,Thursday,2
15-01-2009,147.823547,150.809128,142.468384,11946100,148.528961,0,Thursday,3
22-01-2009,148.057037,153.675491,146.621368,16641500,152.259705,1,Thursday,4
29-01-2009,171.156784,171.410141,168.9561,14662200,170.550735,0,Thursday,5
05-02-2009,169.353516,176.541763,167.411148,14623200,175.717133,1,Thursday,6
12-02-2009,175.438934,180.635147,174.60437,11172800,180.35199,1,Thursday,7
19-02-2009,177.580017,178.737488,169.601898,10042200,170.212936,0,Thursday,8
26-02-2009,171.862198,175.10611,167.490631,11284100,167.500565,0,Thursday,9
05-03-2009,157.217453,158.509048,150.342163,13144600,151.832474,0,Thursday,10
12-03-2009,157.744034,161.449921,155.8116,10113500,160.719681,1,Thursday,11
19-03-2009,164.768341,166.914383,162.632233,8275800,163.903961,0,Thursday,12
26-03-2009,175.424042,178.419556,173.123993,12084600,175.503525,1,Thursday,13
02-04-2009,180.48114,183.685303,178.995804,9034200,180.078766,1,Thursday,14
09-04-2009,183.556137,185.965469,181.94165,6809000,185.046448,1,Thursday,15
16-04-2009,189.517365,195.180542,189.278915,20502500,193.113983,1,Thursday,16
23-04-2009,192.50296,193.615723,189.323639,5251900,191.102066,1,Thursday,17
30-04-2009,196.601303,200.57048,196.124405,8768000,196.705612,1,Thursday,18
07-05-2009,200.744354,201.186478,194.981827,6038400,197.023544,0,Thursday,19
14-05-2009,193.143784,194.837769,191.102066,5912100,192.497986,0,Thursday,20
21-05-2009,196.869553,200.118423,195.647507,5474900,196.968903,0,Thursday,21
28-05-2009,203.019547,204.480057,200.997711,5372200,203.873993,1,Thursday,22
04-06-2009,216.243546,219.194351,215.84613,7323400,218.717453,1,Thursday,23
11-06-2009,214.489944,215.463623,212.800934,5767600,213.113907,0,Thursday,24
18-06-2009,206.496933,207.992218,205.165588,6210400,205.692169,0,Thursday,25
25-06-2009,202.184982,206.606232,201.941559,6128500,206.541641,1,Thursday,26
02-07-2009,206.362808,206.362808,202.090591,5067900,202.925171,0,Thursday,27
09-07-2009,201.747818,205.88591,201.588852,6593800,203.869034,1,Thursday,28
16-07-2009,216.929092,221.434784,215.647415,13194200,219.869965,1,Thursday,29
23-07-2009,212.954941,219.179443,211.375214,7001600,217.256958,1,Thursday,30
30-07-2009,219.874924,224.276306,219.874924,6438600,221.380142,1,Thursday,31
06-08-2009,225.682159,225.970276,222.815796,4249200,223.724884,0,Thursday,32
13-08-2009,229.581787,230.85849,227.97226,4016200,229.646378,1,Thursday,33
20-08-2009,224.539581,229.596695,224.157074,8049600,228.717407,1,Thursday,34
27-08-2009,232.776016,232.776016,228.876373,4023600,231.524155,0,Thursday,35
03-09-2009,226.437241,227.644394,226.029892,3313700,227.281754,1,Thursday,36
10-09-2009,231.817245,233.948395,229.507278,5102100,233.948395,1,Thursday,37
17-09-2009,243.699966,247.078003,242.001022,9024400,244.271255,1,Thursday,38
24-09-2009,248.617981,249.084946,244.90712,5087900,246.779938,0,Thursday,39
01-10-2009,244.90712,246.630905,241.926498,5662900,242.025848,0,Thursday,40
08-10-2009,258.106262,259.934387,255.011398,8663500,255.42868,0,Thursday,41
15-10-2009,265.150452,266.715271,261.931396,12280100,263.242859,0,Thursday,42
22-10-2009,273.222961,275.706787,272.229401,4703300,275.25473,1,Thursday,43
29-10-2009,269.750519,274.13205,268.752014,5077900,273.744568,1,Thursday,44
05-11-2009,269.988983,273.108704,269.57666,3719300,272.552307,1,Thursday,45
12-11-2009,282.939758,284.598969,280.922882,3797000,282.090271,0,Thursday,46
19-11-2009,285.031158,285.145416,283.158325,4364100,284.643677,0,Thursday,47
27-11-2009,284.151855,289.348083,283.640198,2787100,288.006805,0,Friday,48
03-12-2009,292.616821,293.814026,290.609863,2875900,290.977478,0,Thursday,49
10-12-2009,293.312286,295.433502,293.297394,3358200,293.838867,1,Thursday,50
17-12-2009,296.292908,296.889038,294.961548,5311800,295.050964,0,Thursday,51
24-12-2009,304.484619,307.758331,304.156738,1728500,307.241699,1,Thursday,52
31-12-2009,310.356445,310.679321,307.986847,2455400,307.986847,0,Thursday,53
04-01-2010,311.44931,312.721039,310.103088,3937800,311.349976,1,Monday,1
08-01-2010,294.08725,299.675903,292.651581,9509900,299.06488,1,Friday,2
15-01-2010,294.75293,294.862213,287.152344,10939600,288.126007,0,Friday,3
22-01-2010,280.426086,283.45639,265.701874,13689200,273.227905,0,Friday,4
29-01-2010,267.505127,268.74707,261.10675,8334700,263.257751,0,Friday,5
05-02-2010,262.492737,265.026245,259.541931,6353000,263.928406,1,Friday,6
12-02-2010,264.76297,266.839478,263.53595,4589000,264.837494,0,Friday,7
19-02-2010,268.518555,270.257233,268.106232,5139400,268.632813,0,Friday,8
26-02-2010,262.00589,264.156921,260.048645,4125100,261.697906,1,Friday,9
05-03-2010,278.861267,282.000854,278.140961,7875300,280.282043,1,Friday,10
12-03-2010,292.169708,292.239258,287.70874,5542600,287.897491,0,Friday,11
19-03-2010,278.190643,282.164795,276.839417,9650600,278.190643,0,Friday,12
26-03-2010,280.808624,281.861755,278.200562,5427400,279.526947,0,Friday,13
05-04-2010,283.605408,285.58255,282.66156,3827700,283.660065,1,Monday,14
09-04-2010,281.911438,282.547302,280.177704,4139900,281.280548,0,Friday,15
16-04-2010,279.680939,282.567169,273.039154,24630000,273.297455,0,Friday,16
23-04-2010,271.856842,272.885132,269.382935,4205800,270.734131,0,Friday,17
30-04-2010,263.848907,267.102753,261.022308,4902300,261.151459,0,Friday,18
07-05-2010,248.369598,251.027313,239.109818,10244000,244.976669,0,Friday,19
14-05-2010,253.23793,253.843994,246.521622,8285500,252.125168,0,Friday,20
21-05-2010,233.014465,240.932968,230.699524,19507500,234.499802,0,Friday,21
28-05-2010,244.777954,245.130661,239.939423,5827200,241.245926,0,Friday,22
04-06-2010,248.245407,252.979614,246.745163,7891500,247.748627,0,Friday,23
11-06-2010,239.69104,242.77597,239.253891,3586400,242.671661,1,Friday,24
18-06-2010,249.631393,250.108292,247.455536,5783000,248.399399,0,Friday,25
25-06-2010,236.988617,237.281708,233.759613,4519500,234.812775,0,Friday,26
02-07-2010,219.383118,219.710999,216.591278,3897100,216.864502,0,Friday,27
09-07-2010,234.455093,235.100891,229.89476,8719300,232.234543,1,Friday,28
16-07-2010,233.044266,233.759613,228.275284,15751300,228.319992,0,Friday,29
23-07-2010,238.831635,243.7099,238.454086,4558200,243.446609,1,Friday,30
30-07-2010,238.275253,242.105331,238.021896,4315900,240.858444,0,Friday,31
06-08-2010,251.067047,251.235947,246.422256,6682100,248.49379,0,Friday,32
13-08-2010,242.920044,244.007965,241.434692,3894500,241.603607,0,Friday,33
20-08-2010,232.472992,234.271286,229.020447,7886100,229.517212,0,Friday,34
27-08-2010,224.81778,228.508774,222.378647,4654800,227.932526,1,Friday,35
03-09-2010,233.739746,234.415359,232.209702,5113700,233.630463,1,Friday,36
10-09-2010,237.96228,238.344803,236.00502,3974200,236.531586,0,Friday,37
17-09-2010,240.311996,244.012924,239.035309,11356500,243.491318,1,Friday,38
24-09-2010,259.184265,262.209564,257.455505,6757400,261.941315,1,Friday,39
01-10-2010,263.287567,263.595551,259.810181,4478900,261.111725,0,Friday,40
08-10-2010,264.663605,267.063019,262.105255,5755600,266.442047,1,Friday,41
15-10-2010,297.698761,298.876099,293.88855,29842300,298.781708,1,Friday,42
22-10-2010,303.98288,305.423523,303.053925,4541500,304.285919,1,Friday,43
29-10-2010,306.54126,307.5,304.514435,4586200,304.867126,0,Friday,44
05-11-2010,309.576508,310.72403,308.548187,3554300,310.520355,1,Friday,45
12-11-2010,305.0112,306.456787,298.662476,6830000,299.69577,0,Friday,46
19-11-2010,296.571106,297.013214,293.262604,4624800,293.506012,0,Friday,47
26-11-2010,293.322235,294.574066,291.603394,2639200,293.093719,0,Friday,48
03-12-2010,282.885101,286.37738,282.164795,5296500,284.648621,1,Friday,49
10-12-2010,294.653564,295.075806,293.237762,3431500,294.191559,1,Friday,50
17-12-2010,293.590485,294.365448,291.936249,6214200,293.491119,0,Friday,51
27-12-2010,299.422546,299.939178,297.813019,2431900,299.243713,0,Monday,52
31-12-2010,296.441925,297.276489,294.102142,3098500,295.065887,0,Friday,53
03-01-2011,296.312775,300.838348,296.312775,4761100,300.222351,1,Monday,1
10-01-2011,305.413574,305.706665,302.313751,3178800,305.120483,0,Monday,2
18-01-2011,311.007202,318.920715,310.614746,7280900,317.748352,1,Tuesday,3
24-01-2011,301.82193,304.266052,298.672424,9258000,303.565613,0,Monday,4
31-01-2011,299.849762,300.281952,295.850769,5646300,298.240234,0,Monday,5
07-02-2011,303.108582,307.196991,302.636627,3622400,305.160217,1,Monday,6
14-02-2011,309.655975,312.785645,308.016663,4283500,312.045441,1,Monday,7
22-02-2011,308.011688,310.445862,301.921295,7327100,303.133423,0,Tuesday,8
28-02-2011,303.029083,306.253113,302.040527,4592600,304.718109,1,Monday,9
07-03-2011,298.334625,299.89447,291.603394,6970400,293.918335,0,Monday,10
14-03-2011,284.549286,287.27655,282.174713,5668700,283.153351,0,Monday,11
21-03-2011,283.267609,288.026672,282.671509,6081000,286.387329,1,Monday,12
28-03-2011,289.154327,290.604889,285.498108,4465500,285.821014,0,Monday,13
04-04-2011,294.584015,295.448395,289.666016,4135600,291.941193,0,Monday,14
11-04-2011,286.238281,287.182159,284.648621,3740500,286.819519,0,Monday,15
18-04-2011,261.509125,262.125122,257.82312,10145100,261.717773,0,Monday,16
25-04-2011,260.927917,261.797272,259.31839,3282700,260.828552,0,Monday,17
02-05-2011,271.086853,271.101746,266.824554,4295100,267.539917,0,Monday,18
09-05-2011,265.771423,267.505127,263.834015,3922600,267.102753,1,Monday,19
16-05-2011,261.454498,261.931396,256.531525,5954800,257.534973,0,Monday,20
23-05-2011,256.630859,258.319885,255.041199,4629800,257.520081,0,Monday,21
31-05-2011,260.803711,262.815643,260.058563,5409400,262.80072,1,Tuesday,22
06-06-2011,260.07843,261.707855,257.947296,3909300,258.846466,0,Monday,23
13-06-2011,253.352188,253.451538,249.462494,4886100,250.734222,0,Monday,24
20-06-2011,240.932968,241.543991,238.066605,6096500,240.724319,0,Monday,25
27-06-2011,235.468506,242.621979,235.269791,6934100,239.840073,1,Monday,26
05-07-2011,260.952759,265.970123,260.952759,7748300,264.499695,1,Tuesday,27
11-07-2011,262.383453,266.25824,261.052094,5715400,261.936371,0,Monday,28
18-07-2011,294.330658,299.079773,294.08725,8994600,295.54776,0,Monday,29
25-07-2011,304.698242,310.684296,304.519409,6303900,307.490082,1,Monday,30
01-08-2011,303.635132,305.761322,297.654053,7983700,301.42453,1,Monday,31
08-08-2011,279.671021,282.66156,270.416199,15090600,271.245819,0,Monday,32
15-08-2011,274.92688,280.669525,271.260712,14382600,276.814575,0,Monday,33
22-08-2011,250.371567,251.861877,245.667175,9875500,247.475418,1,Monday,34
29-08-2011,265.552826,267.982025,265.056061,4701900,267.798218,1,Monday,35
06-09-2011,253.749603,259.690948,253.600571,5466900,259.402832,0,Tuesday,36
12-09-2011,257.306458,264.276154,257.077942,5375400,263.347168,1,Monday,37
19-09-2011,268.429138,273.173279,265.960175,4968800,271.568695,0,Monday,38
26-09-2011,261.921448,264.743103,254.96669,5302500,264.226471,1,Monday,39
03-10-2011,253.277679,254.345734,245.90065,9006900,246.158966,0,Monday,40
10-10-2011,260.893127,266.998444,259.909546,4674500,266.849396,1,Monday,41
17-10-2011,289.973999,294.002808,287.132477,8068500,289.323242,0,Monday,42
24-10-2011,291.464294,298.046509,291.355011,6898300,296.282959,1,Monday,43
31-10-2011,295.622253,297.90741,293.923309,5148800,294.405182,0,Monday,44
07-11-2011,294.742981,302.423035,294.201508,6758400,302.199493,1,Monday,45
14-11-2011,302.035553,307.042969,301.92627,6418800,304.519409,1,Monday,46
21-11-2011,291.980957,292.348541,284.196564,6041500,288.592987,0,Monday,47
28-11-2011,287.813049,292.507507,286.387329,5694500,292.19455,1,Monday,48
05-12-2011,311.792084,313.908325,309.189026,6436400,310.803528,1,Monday,49
12-12-2011,308.930695,311.066803,308.140839,4396100,310.674377,0,Monday,50
19-12-2011,311.975891,312.219299,307.996765,4314700,308.905853,0,Monday,51
27-12-2011,313.982849,320.162659,313.958008,3233700,318.056335,1,Tuesday,52
03-01-2012,324.360352,331.916199,324.077179,7400800,330.555054,1,Tuesday,1
09-01-2012,321.161163,321.409546,308.607819,11720900,309.218842,0,Monday,2
17-01-2012,313.948059,313.948059,310.81842,3843300,312.259064,1,Tuesday,3
23-01-2012,291.106628,292.42804,289.695801,6870100,290.868195,0,Monday,4
30-01-2012,287.157318,288.126007,284.847351,4691200,286.978485,0,Monday,5
06-02-2012,295.58252,303.441406,295.085754,7407000,302.577026,1,Monday,6
13-02-2012,303.277466,304.936676,303.039032,3656100,304.121979,1,Monday,7
21-02-2012,299.983887,306.943634,299.492096,4993800,305.016174,1,Tuesday,8
27-02-2012,301.335114,304.201477,300.575043,3651300,302.68631,0,Monday,9
05-03-2012,308.210388,309.233734,303.71463,3207200,305.14035,0,Monday,10
12-03-2012,298.061401,301.538788,297.693787,3359600,300.619751,1,Monday,11
19-03-2012,309.546692,316.575989,308.612762,4373800,314.94162,1,Monday,12
26-03-2012,320.416016,322.646484,317.703644,3661900,322.567017,1,Monday,13
02-04-2012,318.314667,321.657928,315.368835,4598000,321.369812,1,Monday,14
09-04-2012,312.209381,315.612244,310.624695,4393600,313.381744,0,Monday,15
16-04-2012,309.487091,309.889465,298.886047,11458100,301.076782,0,Monday,16
23-04-2012,294.534332,297.291412,293.193054,4424000,296.869141,1,Monday,17
30-04-2012,304.514435,306.049438,298.364441,4845900,300.470734,0,Monday,18
07-05-2012,295.577545,303.312256,295.577545,4014800,301.812012,1,Monday,19
14-05-2012,298.448883,302.283936,298.349518,3672500,300.048462,0,Monday,20
21-05-2012,298.314758,305.855713,298.061401,6190800,305.070801,1,Monday,21
29-05-2012,295.97995,297.629211,292.259125,5245300,295.249695,1,Tuesday,22
04-06-2012,283.267609,288.369446,283.1633,4896900,287.425568,1,Monday,23
11-06-2012,290.217407,290.768829,281.514008,5356800,282.413177,0,Monday,24
18-06-2012,279.492188,285.249725,277.818054,5026200,283.580566,1,Monday,25
25-06-2012,281.83194,282.209503,276.874207,3183600,278.538391,0,Monday,26
02-07-2012,289.030151,289.616333,286.387329,3332400,288.359497,1,Monday,27
09-07-2012,290.585022,292.398224,288.746979,3452500,291.111603,1,Monday,28
16-07-2012,286.322754,287.723633,284.042572,2944200,285.602417,0,Monday,29
